CURRENT GENOMICS,1389-2029,1875-5488,GENETICS & HEREDITY - SCIE,Q3,22
ANNALS OF HUMAN GENETICS,0003-4800,1469-1809,GENETICS & HEREDITY - SCIE,Q3,23
MUTAGENESIS,0267-8357,1464-3804,GENETICS & HEREDITY - SCIE,Q3,24
BMC GENETICS,1471-2156,1471-2156,GENETICS & HEREDITY - SCIE,Q3,25
Genes and Environment,1880-7046,1880-7062,GENETICS & HEREDITY - SCIE,Q3,26
JOURNAL OF GENE MEDICINE,1099-498X,1521-2254,GENETICS & HEREDITY - SCIE,Q3,27
JOURNAL OF MOLECULAR EVOLUTION,0022-2844,1432-1432,GENETICS & HEREDITY - SCIE,Q3,28
MOLECULAR GENETICS AND GENOMICS,1617-4615,1617-4623,GENETICS & HEREDITY - SCIE,Q3,29
CURRENT GENE THERAPY,1566-5232,1875-5631,GENETICS & HEREDITY - SCIE,Q3,30
Molecular Genetics & Genomic Medicine,2324-9269,2324-9269,GENETICS & HEREDITY - SCIE,Q3,31
JOURNAL OF NEUROGENETICS,0167-7063,1563-5260,GENETICS & HEREDITY - SCIE,Q3,32
MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,0027-5107,1873-135X,GENETICS & HEREDITY - SCIE,Q3,33
EVOLUTION & DEVELOPMENT,1520-541X,1525-142X,GENETICS & HEREDITY - SCIE,Q3,34
DISEASE MARKERS,0278-0240,1875-8630,GENETICS & HEREDITY - SCIE,Q3,35
Cancer Genomics & Proteomics,1109-6535,1790-6245,GENETICS & HEREDITY - SCIE,Q3,36
FUNCTIONAL & INTEGRATIVE GENOMICS,1438-793X,1438-7948,GENETICS & HEREDITY - SCIE,Q3,37
OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY,1536-2310,1557-8100,GENETICS & HEREDITY - SCIE,Q3,38
GENE,0378-1119,1879-0038,GENETICS & HEREDITY - SCIE,Q3,39
HEREDITAS,1601-5223,1601-5223,GENETICS & HEREDITY - SCIE,Q3,40
JOURNAL OF APPLIED GENETICS,1234-1983,2190-3883,GENETICS & HEREDITY - SCIE,Q3,41
DNA AND CELL BIOLOGY,1044-5498,1557-7430,GENETICS & HEREDITY - SCIE,Q3,42
PSYCHIATRIC GENETICS,0955-8829,1473-5873,GENETICS & HEREDITY - SCIE,Q3,43
GENOME,0831-2796,1480-3321,GENETICS & HEREDITY - SCIE,Q4,1
MOLECULAR BREEDING,1380-3743,1572-9788,GENETICS & HEREDITY - SCIE,Q4,2
GENETICS AND MOLECULAR BIOLOGY,1415-4757,1678-4685,GENETICS & HEREDITY - SCIE,Q4,3
International Journal of Genomics,2314-436X,2314-4378,GENETICS & HEREDITY - SCIE,Q4,4
Molecular Genetics and Metabolism Reports,N/A,2214-4269,GENETICS & HEREDITY - SCIE,Q4,5
BMC Medical Genetics,N/A,1471-2350,GENETICS & HEREDITY - SCIE,Q4,6
Molecular Syndromology,1661-8769,1661-8777,GENETICS & HEREDITY - SCIE,Q4,7
ANIMAL GENETICS,0268-9146,1365-2052,GENETICS & HEREDITY - SCIE,Q4,8
Comparative Biochemistry and Physiology D-Genomics & Proteomics,1744-117X,1878-0407,GENETICS & HEREDITY - SCIE,Q4,9
Tree Genetics & Genomes,1614-2942,1614-2950,GENETICS & HEREDITY - SCIE,Q4,10
CYTOGENETIC AND GENOME RESEARCH,1424-8581,1424-859X,GENETICS & HEREDITY - SCIE,Q4,11
MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,1383-5718,1879-3592,GENETICS & HEREDITY - SCIE,Q4,12
HUMAN BIOLOGY,0018-7143,1534-6617,GENETICS & HEREDITY - SCIE,Q4,13
Marine Genomics,1874-7787,1876-7478,GENETICS & HEREDITY - SCIE,Q4,14
Molecular Cytogenetics,N/A,1755-8166,GENETICS & HEREDITY - SCIE,Q4,15
Lifestyle Genomics,2504-3161,2504-3188,GENETICS & HEREDITY - SCIE,Q4,16
VIRUS GENES,0920-8569,1572-994X,GENETICS & HEREDITY - SCIE,Q4,17
HUMAN HEREDITY,0001-5652,1423-0062,GENETICS & HEREDITY - SCIE,Q4,18
OPHTHALMIC GENETICS,1381-6810,1744-5094,GENETICS & HEREDITY - SCIE,Q4,19
International Journal of Immunogenetics,1744-3121,1744-313X,GENETICS & HEREDITY - SCIE,Q4,20
GENE EXPRESSION PATTERNS,1567-133X,1872-7298,GENETICS & HEREDITY - SCIE,Q4,21
CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION,1045-4403,2162-6502,GENETICS & HEREDITY - SCIE,Q4,22
Genetics Research,0016-6723,1469-5073,GENETICS & HEREDITY - SCIE,Q4,23
BIOCHEMICAL GENETICS,0006-2928,1573-4927,GENETICS & HEREDITY - SCIE,Q4,24
Cellular Reprogramming,2152-4971,2152-4998,GENETICS & HEREDITY - SCIE,Q4,25
Comparative Cytogenetics,1993-0771,1993-078X,GENETICS & HEREDITY - SCIE,Q4,26
Genetic Testing and Molecular Biomarkers,1945-0265,1945-0257,GENETICS & HEREDITY - SCIE,Q4,27
GENETICA,0016-6707,1573-6857,GENETICS & HEREDITY - SCIE,Q4,28
GENES & GENETIC SYSTEMS,1341-7568,1880-5779,GENETICS & HEREDITY - SCIE,Q4,29
Medizinische Genetik,0936-5931,1863-5490,GENETICS & HEREDITY - SCIE,Q4,30
JOURNAL OF GENETICS,0022-1333,0973-7731,GENETICS & HEREDITY - SCIE,Q4,31
Genes & Genomics,1976-9571,2092-9293,GENETICS & HEREDITY - SCIE,Q4,32
SILVAE GENETICA,0037-5349,2509-8934,GENETICS & HEREDITY - SCIE,Q4,33
CLINICAL DYSMORPHOLOGY,0962-8827,1473-5717,GENETICS & HEREDITY - SCIE,Q4,34
Conservation Genetics Resources,1877-7252,1877-7260,GENETICS & HEREDITY - SCIE,Q4,35
Mitochondrial DNA Part A,2470-1394,2470-1408,GENETICS & HEREDITY - SCIE,Q4,36
CARYOLOGIA,0008-7114,2165-5391,GENETICS & HEREDITY - SCIE,Q4,37
Balkan Journal of Medical Genetics,1311-0160,1311-0160,GENETICS & HEREDITY - SCIE,Q4,38
Cytology and Genetics,0095-4527,1934-9440,GENETICS & HEREDITY - SCIE,Q4,39
RUSSIAN JOURNAL OF GENETICS,1022-7954,1608-3369,GENETICS & HEREDITY - SCIE,Q4,40
Genetika-Belgrade,0534-0012,1820-6069,GENETICS & HEREDITY - SCIE,Q4,41
Mitochondrial DNA Part B-Resources,N/A,2380-2359,GENETICS & HEREDITY - SCIE,Q4,42
CYTOLOGIA,0011-4545,0011-4545,GENETICS & HEREDITY - SCIE,Q4,43
INTERNATIONAL JOURNAL OF HUMAN GENETICS,0972-3757,2456-6330,GENETICS & HEREDITY - SCIE,Q4,44
BMC Ecology and Evolution,N/A,2730-7182,GENETICS & HEREDITY - SCIE,N/A,1
BMC Genomic Data,N/A,2730-6844,GENETICS & HEREDITY - SCIE,N/A,2
REVIEWS OF GEOPHYSICS,8755-1209,1944-9208,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,1
Annual Review of Marine Science,1941-1405,1941-0611,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,2
Reviews in Mineralogy & Geochemistry,1529-6466,1943-2666,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,3
IEEE Geoscience and Remote Sensing Magazine,2473-2397,2168-6831,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,4
SURVEYS IN GEOPHYSICS,0169-3298,1573-0956,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,5
Geochemical Perspectives Letters,2410-339X,2410-3403,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,6
EARTH AND PLANETARY SCIENCE LETTERS,0012-821X,1385-013X,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,7
JOURNAL OF GEOPHYSICAL RESEARCH-PLANETS,2169-9097,2169-9100,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,8
RADIOCARBON,0033-8222,1945-5755,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,9
GEOCHIMICA ET COSMOCHIMICA ACTA,0016-7037,1872-9533,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,10
Elements,1811-5209,1811-5217,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,11
JOURNAL OF PETROLOGY,0022-3530,1460-2415,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,12
TECTONICS,0278-7407,1944-9194,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,13
GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS,N/A,1525-2027,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,14
JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH,2169-9313,2169-9356,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,15
CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,0010-7999,1432-0967,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,16
IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,0196-2892,1558-0644,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,17
GEOSTANDARDS AND GEOANALYTICAL RESEARCH,1639-4488,1751-908X,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,18
CHEMICAL GEOLOGY,0009-2541,1872-6836,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,19
SEISMOLOGICAL RESEARCH LETTERS,0895-0695,1938-2057,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,20
ECONOMIC GEOLOGY,0361-0128,1554-0774,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q1,21
Lithosphere,1941-8264,1947-4253,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,1
SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS,N/A,1542-7390,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,2
TECTONOPHYSICS,0040-1951,1879-3266,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,3
LITHOS,0024-4937,1872-6143,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,4
Solid Earth,1869-9510,1869-9529,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,5
JOURNAL OF GEODESY,0949-7714,1432-1394,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,6
AMERICAN MINERALOGIST,0003-004X,1945-3027,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,7
ORGANIC GEOCHEMISTRY,0146-6380,1873-5290,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,8
MINERALIUM DEPOSITA,0026-4598,1432-1866,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,9
GEOPHYSICAL JOURNAL INTERNATIONAL,0956-540X,1365-246X,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,10
Journal of Space Weather and Space Climate,2115-7251,2115-7251,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,11
IEEE Geoscience and Remote Sensing Letters,1545-598X,1558-0571,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,12
GEOCHEMICAL TRANSACTIONS,1467-4866,1467-4866,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,13
BULLETIN OF THE SEISMOLOGICAL SOCIETY OF AMERICA,0037-1106,1943-3573,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,14
PHYSICS OF THE EARTH AND PLANETARY INTERIORS,0031-9201,1872-7395,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,15
Geochemistry,0009-2819,1611-5864,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,16
ACS Earth and Space Chemistry,2472-3452,2472-3452,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,17
JOURNAL OF GEODYNAMICS,0264-3707,N/A,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,18
METEORITICS & PLANETARY SCIENCE,1086-9379,1945-5100,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,19
Geophysics,0016-8033,1942-2156,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,20
MARINE GEOPHYSICAL RESEARCH,0025-3235,1573-0581,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,21
Geochemical Perspectives,2223-7755,2224-2759,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q2,22
GEOPHYSICAL PROSPECTING,0016-8025,1365-2478,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,1
APPLIED GEOCHEMISTRY,0883-2927,1872-9134,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,2
MINERALOGY AND PETROLOGY,0930-0708,1438-1168,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,3
JOURNAL OF GEOCHEMICAL EXPLORATION,0375-6742,1879-1689,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,4
PURE AND APPLIED GEOPHYSICS,0033-4553,1420-9136,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,5
DYNAMICS OF ATMOSPHERES AND OCEANS,0377-0265,1872-6879,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,6
GEOPHYSICAL AND ASTROPHYSICAL FLUID DYNAMICS,0309-1929,1029-0419,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,7
JOURNAL OF SEISMOLOGY,1383-4649,1573-157X,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,8
Minerals,N/A,2075-163X,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,9
JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS,1364-6826,1879-1824,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,10
GEOCHEMICAL JOURNAL,0016-7002,1880-5973,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,11
AQUATIC GEOCHEMISTRY,1380-6165,1573-1421,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,12
Interpretation-A Journal of Subsurface Characterization,2324-8858,2324-8866,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,13
PETROLOGY,0869-5911,1556-2085,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,14
RADIO SCIENCE,0048-6604,1944-799X,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,15
Near Surface Geophysics,1569-4445,1873-0604,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,16
Journal of Geosciences,1802-6222,1803-1943,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,17
Journal of Geophysics and Engineering,1742-2132,1742-2140,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,18
GEOFLUIDS,1468-8115,1468-8123,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,19
MARINE GEODESY,0149-0419,1521-060X,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,20
GEOCHEMISTRY-EXPLORATION ENVIRONMENT ANALYSIS,1467-7873,2041-4943,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,21
Acta Geophysica,1895-6572,1895-7455,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,22
Geofizika,0352-3659,1846-6346,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q3,23
ANNALS OF GEOPHYSICS,1593-5213,2037-416X,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,1
Acta Geodaetica et Geophysica,2213-5812,2213-5820,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,2
STUDIA GEOPHYSICA ET GEODAETICA,0039-3169,1573-1626,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,3
Exploration Geophysics,0812-3985,1834-7533,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,4
Petrophysics,1529-9074,1529-9074,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,5
Periodico di Mineralogia,0369-8963,N/A,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,6
JOURNAL OF ENVIRONMENTAL AND ENGINEERING GEOPHYSICS,1083-1363,1943-2658,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,7
GEOTECTONICS,0016-8521,1556-1976,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,8
Journal of Earthquake and Tsunami,1793-4311,1793-7116,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,9
IZVESTIYA-PHYSICS OF THE SOLID EARTH,1069-3513,1555-6506,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,10
Applied Geophysics,1672-7975,1993-0658,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,11
Journal of Volcanology and Seismology,0742-0463,1819-7108,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,12
Bollettino di Geofisica Teorica ed Applicata,0006-6729,2239-5695,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,13
Geofisica Internacional,0016-7169,0016-7169,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,14
Acta Geodynamica et Geomaterialia,1214-9705,N/A,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,15
LITHOLOGY AND MINERAL RESOURCES,0024-4902,1608-3229,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,16
GEOCHEMISTRY INTERNATIONAL,0016-7029,1556-1968,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,17
CHINESE JOURNAL OF GEOPHYSICS-CHINESE EDITION,0001-5733,0001-5733,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,18
GEOMAGNETISM AND AERONOMY,0016-7932,1555-645X,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,19
JOURNAL OF SEISMIC EXPLORATION,0963-0651,N/A,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,20
ASTRONOMY & GEOPHYSICS,1366-8781,1468-4004,GEOCHEMISTRY & GEOPHYSICS - SCIE,Q4,21
Dialogues in Human Geography,2043-8206,2043-8214,GEOGRAPHY - SSCI,Q1,1
GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,0959-3780,1872-9495,GEOGRAPHY - SSCI,Q1,2
ECONOMIC GEOGRAPHY,0013-0095,1944-8287,GEOGRAPHY - SSCI,Q1,3
PROGRESS IN HUMAN GEOGRAPHY,0309-1325,1477-0288,GEOGRAPHY - SSCI,Q1,4
ENVIRONMENT AND PLANNING D-SOCIETY & SPACE,0263-7758,1472-3433,GEOGRAPHY - SSCI,Q1,5
Cambridge Journal of Regions Economy and Society,1752-1378,1752-1386,GEOGRAPHY - SSCI,Q1,6
ANTIPODE,0066-4812,1467-8330,GEOGRAPHY - SSCI,Q1,7
JOURNAL OF ECONOMIC GEOGRAPHY,1468-2702,1468-2710,GEOGRAPHY - SSCI,Q1,8
